,label,sentence,con_score,lib_score,prediction
25,Liberal,"The drying up and contamination of freshwater diminishes public wealth , creating investment opportunities for capital , while profits made from selling increasingly scarce water are recorded as contributions to income and riches .",0.29282785938545286,0.7071721406145471,liberal
26,Liberal,"` Yes , we are going to balance the budget in seven years , save the Medicare trust fund , and cut billions of dollars from federal programs , ' the accountants say , but they offer nothing to fulfill the public longing to live in a better nation , one in which compassion and community are at least as important as economic efficiency .",0.04579915565718251,0.9542008443428175,liberal
27,Liberal,"Two brass rings now seem within reach of today 's `` compassionate conservatives '' : ( 1 ) control of the judiciary , which often frustrates the Right by upholding antidiscrimination laws and protecting the separation of church and state , and ( 2 ) capping damage awards in the courtroom through so-called tort reform .",0.6675300864844878,0.3324699135155122,conservative
28,Liberal,"It is our contention that most of the critical environmental problems we have are either caused , or made much worse , by the workings of our economic system .",0.902816213729561,0.09718378627043905,conservative
29,Liberal,"The crisis demonstrated how wrong their views about the labor market were : the United States , with allegedly the most flexible labor market , performed far worse than countries with stronger labor protections ( like Sweden and Germany ) .40 And the reason is obvious : cuts in wages reduce total demand and deepen the downturn .",0.7871019857328178,0.21289801426718222,conservative
30,Liberal,"he revisited the Great Depression , especially the secondary depression that began in 1937 , when Franklin Roosevelt raised taxes and cut spending and the Federal Reserve ( again ) contracted the money supply .",0.2958081026652475,0.7041918973347525,liberal
31,Liberal,"Because what America should be striving for is n't energy independence , but energy security -- that is , access to energy sources that are reliable and reasonably affordable , that can be deployed quickly and easily , yet are also safe and politically and environmentally sustainable .",0.3583166744010319,0.6416833255989681,liberal
32,Liberal,"Rather than cut taxes on the rich in order to generate more financial capital , we need to use those tax revenues instead to improve the productivity of all Americans .",0.10241308830484153,0.8975869116951585,liberal
33,Liberal,But they can take at least some comfort in looking overseas-where one tiny country has managed to build a popular and successful universal health care program based entirely on private insurance .,0.12262663152838049,0.8773733684716195,liberal
34,Liberal,"As his job approval ratings dropped in 2005 , White House aides peddled the idea that , rather than being a caretaker president , Bush is a revolutionary leader who suffers low ratings only because he is unafraid to fight for radical ideas like private Social Security accounts or sweeping tax changes .",0.051519924334969214,0.9484800756650308,liberal
35,Liberal,"And because they are so easy to count , arrests have come to outweigh more important but harder-to-quantify variables such as crimes prevented , fights mitigated , or public fears assuaged .",0.5472665050205708,0.45273349497942916,conservative
36,Liberal,"Business lobbies , for example , have learned to support the conservative agenda even when it is irrelevant to their own interests , for they realize that with conservatives in power , they will be fighting over spoils with winners , rather than over recriminations with losers .",0.30253491691262024,0.6974650830873798,liberal
37,Liberal,"Modern research is beginning strongly to suggest that a growing gap between the top and bottom of the income and wealth distributions causes , in and of itself , a host of problems , similar to those we are almost certain are caused by rising unemployment .",0.1347354170343068,0.8652645829656932,liberal
38,Liberal,"That many economists before 1930 developed anti-laissez-faire arguments and supported Progressive causes may surprise those who think that professional economists have almost always favored leaving the market free , or at least did so before Keynes .",0.12426361619442461,0.8757363838055754,liberal
39,Liberal,Committee investigators have established that a violation of corporate duties led to gross abuses of tax laws and other federal regulations .,0.568684232992934,0.431315767007066,conservative
40,Liberal,"Workers would have a far better chance of improving their earnings if they were better educated before they entered the workforce , and if education and training were complemented by other labormarket interventions such as higher minimum wages , stronger unions , and a national strategy of creating good jobs .",0.6167396665942178,0.3832603334057822,conservative
41,Liberal,"Even a weak version of the public option had the potential to achieve universal coverage , and a strong version would have attracted millions of middle-class Americans who would have happily dumped their policies containing high deductibles and health exclusions .",0.33197833638302576,0.6680216636169742,liberal
42,Liberal,"Unions need to continue to lead the way in building productive labor-management partnerships that create value and then share the gains , as they have done over the years with progressive employers in health care , communications , manufacturing , utilities , and other industries .",0.1390670154062601,0.8609329845937399,liberal
43,Liberal,"Hedge funds are free from the disclosures required of ordinary investment companies , thanks to a loophole that exempts narrowly-held funds that serve very wealthy people , no matter how large the fund or how risky its strategies .",0.06951234918314364,0.9304876508168564,liberal
44,Liberal,"In it , he argues that some of America 's richest people-with the active encouragement of many of our political leaders-have successfully schemed to avoid much or most of the taxes they 're supposed to pay .",0.36292850511559993,0.6370714948844001,liberal
45,Liberal,"In South Korea , once `` one of the most rigid patriarchal societies in the world , '' where women used to be abused for failing to produce a male heir , she tracks a new crop of women , Gold Misses , who are educated , working in prestigious jobs , and decidedly single well into their thirties .",0.9648889316801603,0.035111068319839726,conservative
46,Liberal,"Instead , the Chamber said that the Democrats had created `` uncertainty , '' causing banks to be `` reluctant '' to lend and American corporations afraid to invest .",0.6536702906709577,0.3463297093290422,conservative
47,Liberal,"When the Republican Senate leadership unveiled rules changes to make it effectively impossible for Democrats to block extremist judicial nominees with a filibuster , the Democratic leadership threatened to use parliamentary tactics to shut the place down .",0.16800364421887493,0.8319963557811251,liberal
48,Liberal,"However , the deduction is an inefficient mechanism for helping low - and middle - income people buy homes because it is worth less to families in lower income brackets , many of whom do not even itemize their deductions .",0.5587612749093922,0.44123872509060774,conservative
49,Liberal,"From the `` culture of greed , '' as Kevin Phillips put it , and the obscene rich\/poor gap to unilateralism and a deadly and costly war , family and community disintegration , immoral business and political practices , and economic collapse , sources of self-respect and respect in the world are hard to find .",0.1313703338582537,0.8686296661417463,liberal
50,Liberal,"Beset by criticism from both parties ( if enjoying some disturbingly positive remarks from Rudy Giuliani and the Wall Street Journal ) , Obama has held his ground , arguing that he represents `` change .",0.78278444861706,0.21721555138294002,conservative
51,Liberal,"As Burgin writes , `` economists who supported free markets were not so eager as in former years ... to validate certain modes of government intervention and to emphasize the need for philosophical justifications for free markets that extended beyond the material abundance they ostensibly produced .",0.041927591323702496,0.9580724086762975,liberal
52,Liberal,"Also , carriers must allow law enforcement to take the weapon during communication between officers and the concealed carry holders , and permits would still be required to carry weapons in establishments that serve alcohol .",0.7757586644478696,0.2242413355521304,conservative
53,Liberal,"For a half-century , polluting companies had successfully staved off government regulation , lawsuits , and critical scientific analyses ; the Manufacturing Chemists Association even claimed at the time that air pollution was `` not a serious or critical menace to public health . )",0.037166197971665316,0.9628338020283347,liberal
54,Liberal,"For a start , it seemed to indicate that even George W. Bush , who once had a realistic grasp of what another Middle East peace process could not do , has changed his mind -- and worse , decided that peace between Israel and the Palestinians holds a key to the mitigation of the extreme dangers that now bedevil the entire region .",0.9657917653978767,0.03420823460212325,conservative
55,Liberal,"The men and institutions at the top of the monetary pyramid , the movers and shakers who control financial institutions deemed too large or too well-connected to be allowed to fail ( because they are critical to the operations of the Federal Reserve and other central banks ) , are as well-to-do and powerful as ever .",0.16572059283511809,0.8342794071648819,liberal
56,Liberal,"Apart from the legal rights , the fact that lesbian women and gay men invent commitment ceremonies suggests that some want the intangible benefits of a public wedding : the joyous celebration , the approving social notice , the community 's support for their loving sharing of past , present , and future-and sometimes the sanctification of a religious ceremony .",0.21083619858702551,0.7891638014129745,liberal
57,Liberal,"But when politicians bring their religious convictions to bear on whether they favor limiting research into stem cells or support public assistance to faith-based charities , we ought to respect them for elevating the seriousness of our public conversation even if we disagree with the positions they take .",0.15926502552751498,0.840734974472485,liberal
58,Liberal,"Copenhagen will be critical to the success or failure of establishing a practical , binding global plan of action before human-caused climate change reaches the point of no return , creating a cascade of catastrophes .",0.38128566751850024,0.6187143324814998,liberal
59,Liberal,"Or worse , they hold the view -- inherited from poststructuralists or the cultural Marxists of the Frankfurt School -- that pop culture is actively deceptive , giving people a false sense of satisfaction while `` producing forms of debased entertainment to numb the American people into submission to their capitalist masters .",0.8701578302106348,0.1298421697893652,conservative
60,Liberal,"HEAD START WAS NEVER INTENDED TO BE PRIMARILY an academic program , but one that prepares low-income children for school by developing their health and their social , emotional , and physical skills , as well as math and reading readiness .",0.35586386033692563,0.6441361396630744,liberal
61,Liberal,"It is easy to imagine con-sumer-friendly disclosure of the central features of a variety of credit card and mortgage agreements , allowing people to make informed comparisons and to choose the plan that is best for them .",0.14271578548874697,0.857284214511253,liberal
62,Liberal,"She seems pleased that there are a large number of fatherless families today because , contradicting all the social science evidence , she thinks males raised without fathers will treat women better .",0.9602750909870605,0.0397249090129395,conservative
63,Liberal,"Walker has played on the public 's suppressed class consciousness , blaming public-sector employees for the economic hell created by the ruling class : `` We can no longer live in a society where the public employees are the haves and taxpayers who foot the bills are the have-nots '' ( NYT , `` Strained States Turning to Laws to Curb Labor Unions , '' 1\/3\/11 ) .",0.24178628203955588,0.7582137179604441,liberal
64,Liberal,"The very subordination of workers , combined with the market mechanism that ratifies and reinforces it , means that capitalist societies will display ineradicable inequalities in variables of great importance : wealth , income , schooling , health care , housing , child care , and so forth .",0.05044036459483947,0.9495596354051605,liberal
65,Liberal,"Strategic public investments in research , education , and new-economy infrastructure like broadband and smart highways , as well as energy independence , are essential to sustaining a culture of innovation and strong institutional supports for technological change .",0.021235393949393888,0.9787646060506061,liberal
66,Liberal,"But though weapons of mass destruction are getting easier to produce , they are still not easy to produce in some mountain hideout on the Pakistan border .",0.5356141923715172,0.46438580762848286,conservative
67,Liberal,"So it is pretty clear to me how this jeopardizes Social Security , how it jeopardizes Medicare , how it will force more cuts and more pressure on those programs that have lifted so many people into the middle class .",0.14467479569431707,0.8553252043056829,liberal
68,Liberal,"Congress and the media should start to examine and discuss the real reasons for this stubborn rejection of diplomacy , which is rooted in the administration 's aggressive political-military aims toward Iran and the broader Middle East .",0.07809089727845264,0.9219091027215474,liberal
69,Liberal,A budget crisis created by tax cuts makes it seemingly unthinkable to spend the kind of money necessary to make serious headway on renewable energy .,0.22184796627828418,0.7781520337217158,liberal
70,Liberal,"And yet , to avoid raising taxes on the richest people ever born , the political elite are perfectly happy to throw these everyday heroes and heroines out of work , in massive numbers .",0.23395501436016664,0.7660449856398334,liberal
71,Liberal,"`` I am going to win by offering a real progressive alternative and calling out in no uncertain terms why Goode and Bush make America less safe , make our jobs less secure , and simply do n't get the world we live in , '' Perriello wrote .",0.0036819512298550405,0.996318048770145,liberal
72,Liberal,"But the major U.S. manufacturers are afraid to file complaints against them ( for violating trade laws , because they do n't want to antagonize China and lose access to its markets ) .",0.6997732615641541,0.3002267384358459,conservative
73,Liberal,"For many low-wage workers , the toughest obstacle to long-term success is unreliable or inadequate child care .",0.07587060765817721,0.9241293923418228,liberal
74,Liberal,"According to the NYCLU , `` The New York City Police Department , spurred by the promise of $ 9 million in Federal Homeland Security grants and up to $ 81.5 million in federal counter-terrorism funding , announced this year that it plans to create ' a citywide system of closed-circuit televisions ' operated from a single control center .",0.25157176359524336,0.7484282364047566,liberal
75,Liberal,"Even with polls confirming that popular support for overturning the Supreme Court 's ruling was weak , Queers Without Borders , Gay & Lesbian Advocates and Defenders , and Planned Parenthood of Connecticut all supported a `` no '' vote for the constitutional convention and argued against direct initiative .",0.36371188744649163,0.6362881125535084,liberal
76,Liberal,"America created that virtuous cycle in which an ever-growing middle class had the ability to consume more goods and services , which created more and better jobs , thereby stoking demand .",0.35422951239248424,0.6457704876075158,liberal
77,Liberal,"Sometimes , he was a dirt-poor witness to injustice , skeptical with good reason to be skeptical .",0.777086954005834,0.2229130459941659,conservative
78,Liberal,"If either of these freedoms is violated , the consequences are very grave not only for the individual voter and contributor , but for the society whose free political processes depend on a wide distribution of political power .",0.2615682424239525,0.7384317575760475,liberal
79,Liberal,"In response to the setbacks of 2007 , immigrants mobilized again , resulting in 2 million new Hispanic voters in 2008 and a clear repudiation of those who used prejudice for political gain , with 20 of 22 congressional candidates in swing districts opposing immigrants going down to defeat against pro-immigrant candidates .",0.11331645501475984,0.8866835449852402,liberal
80,Liberal,"THE OLD LIBEBALISM GOT AMERICA OUT OF DEPRESSION , won the war against fascism , built the middle class , created global alliances , and made education and health care far closer to universal than they had ever been .",0.6056450271788167,0.39435497282118326,conservative
81,Liberal,Liberals can appeal to Americans ' fear about falling behind in terms of education and nurture a culture that respects learning-that lashes back at attacks made on teachers or that characterizes thoughtfulness and reflection as indecisiveness ( a theme of the 2004 presidential campaign ) .,0.747462974284752,0.25253702571524805,conservative
82,Liberal,"Most Republicans , on the other hand , are happy to raise the national debt in order to cut taxes , either do n't believe in global climate change or do n't want to do anything serious to stop it , oppose any plan that could provide health care for all Americans , and think the American Dream is thriving .",0.5078513696532456,0.4921486303467543,conservative
83,Liberal,We have assigned pluses to the `` nays '' because Social Security numbers were not intended to be used and should not be used as the basis for a national ID database .,0.08162405146037599,0.918375948539624,liberal
84,Liberal,"Unions that had won bargaining and political power on the national level were confronted by employers not compelled to observe their nation 's laws on wages , hours , and worker safety when they hired abroad - weakening labor influence at home .",0.016954286456917544,0.9830457135430825,liberal
85,Liberal,"Philosophers do not end in total skepticism , but only because they unknowingly smuggle in their favorite beliefs from the prejudices of custom , passing them off as the work of a pure , neutral reason .",0.27952269436315513,0.7204773056368449,liberal
86,Liberal,"I hope it is evident that I am constructing a sort of inverted pyramid of economic policy : give individuals and families the capacity to build wealth , and then create communities that can be breeding grounds for opportunity and wealth creation .",0.06140212300332659,0.9385978769966734,liberal
87,Liberal,"Abstract : For years , feminists have been warning that , underneath all the attacks on women 's reproductive rights - the multiplying restrictions on abortion , the attempts to defund Planned Parenthood 's health services , the `` conscience clauses '' that let pharmacists choose which pills they 'll dispense - lies a determined opposition to contraception and to women 's independence generally .",0.32589971961867903,0.674100280381321,liberal
88,Liberal,"In Boulder , Colorado , utility Xcel Energy is building a pilot smart grid , in which electricity prices freely fluctuate every few minutes and homeowners can use Internet apps to adjust energy use accordingly-shutting off appliances during periods of peak demand , or programming their plug-in hybrids to charge when electricity is cheap .",0.28019459779893985,0.7198054022010602,liberal
89,Liberal,"Three years ago , Ian Buruma published Murder in Amsterdam : The Death of Theo Van Gogh and the Limits of Tolerance , an analysis of the shocking public slaying by an Islamist extremist of a Dutch filmmaker who , working with Ayaan Hirsi Ali , self-declared atheist and fugitive from Islam , had provocatively attacked Muslim attitudes toward women .",0.9674583127848446,0.032541687215155386,conservative
90,Liberal,"The banks profit from the steep yield curve by borrowing money from the government at almost zero interest , or taking deposits at pathetically low rates , and recycling them by buying government debt in the form of treasury bonds at three and a half or four percent , with minimal risk .",0.8253037384010797,0.17469626159892032,conservative
91,Liberal,"Another danger looms larger : that effective , active government -- government that innovates , that protects people who need protecting , that acts aggressively when action is needed -- is dying .",0.5440952790772751,0.45590472092272494,conservative
92,Liberal,"When eyewitnesses are confronted by a stressful situation - as a victim of rape , for example , or as a witness to a crime that involves a gun - the odds of a correct identification are no better than flipping a coin .",0.5512741899531011,0.4487258100468989,conservative
93,Liberal,None of them challenged Russert 's premise that Social security faces so dire a prognosis that only a big tax increase or cut in benefits can solve the problem .,0.38947865946589977,0.6105213405341002,liberal
94,Liberal,"It is both a political and an economic fact that if we want to win the fight on climate change , we have to do it in a way that also builds a stronger economy and more opportunity for workers .",0.02334596230884367,0.9766540376911563,liberal
95,Liberal,"Even as heavyweights like ExxonMobil busily denied that climate change existed -- and lobbied hard to kill climate policies -- BP vowed to cut its own C ( O.sub .2 ) emissions and invest heavily in solar , wind , and other alternative technologies ; it even supported that oil-industry bogeyman , the Kyoto climate treaty .",0.14679234971672084,0.8532076502832792,liberal
96,Liberal,"It is not healthy , but for the greedy bastards it is profitable .",0.7116540069986335,0.28834599300136654,conservative
97,Liberal,"The easy credit , Alexander argues , `` funds criminal conduct , bird-dogging , and provides incentives for the overpricing of vehicles for massive profit to dealers .",0.31432237946087027,0.6856776205391297,liberal
98,Liberal,"President Obama is a gifted rhetorician who will argue as he must given widespread anger and economic insecurity that he is the people 's champion against the entrenched status quo of banks , large corporations , and their phalanx of lobbyists .",0.19886714959059948,0.8011328504094005,liberal
99,Liberal,"Feminists have cooperated in creating the problem by establishing no-fault divorce , and , in their celebration of female autonomy , can hardly agree to make divorce difficult once more .",0.8315091143463798,0.16849088565362022,conservative
100,Liberal,"They would reach the young women who are balancing child rearing , low-wage jobs , and community college classes-a group for whom the anger , frustration , and hopelessness of trying to be a good parent in this go-it-alone society certainly might rise as they scramble to finish their history assignments in the dead of night .",0.3804432158296851,0.6195567841703149,liberal
101,Liberal,A wonkier version of the reform-equals-rationing argument is based less on panic mongering about Obama 's secret euthanasia schemes and more on the implications of something called `` comparative effectiveness research .,0.22780865724741584,0.7721913427525842,liberal
102,Liberal,"Because it would not be worthwhile to bring a case for $ 30.22 , the arbitration clause would , as a practical matter , deny the Concepcions any relief and , more important , eliminate a class action that might punish AT&T for its pattern of fraudulent behavior .",0.5665554185644381,0.4334445814355619,conservative
103,Liberal,"By this standard , it 's fair to conclude that President Bush over the last three years has failed to cope effectively with America 's core economic problem : 2 million lost jobs and the severing of the usual link between gross domestic product growth and job growth .",0.881602773732199,0.11839722626780103,conservative
104,Liberal,( ... ) laws designed to bring American corporations more directly under the control of financiers encouraged corporate managers to focus more on making money and less on making quality goods .,0.17335212291810465,0.8266478770818954,liberal
105,Liberal,"The BLM contends gatherings are necessary to save horses that are dying because their habitats lack food and water , a problem caused by overpopulation and possibly aggravated by climate change .",0.4194963835488884,0.5805036164511116,liberal
106,Liberal,"She argued for the benefits of foot traffic made easier by small blocks , and noted that `` a well-used street is apt to be a safe street .",0.5256501001308788,0.47434989986912124,conservative
107,Liberal,"Studies have shown that if the United States were to make a meaningful investment in clean energy and efficiency , 40 million new jobs could be created by 2030 , making one in five jobs in the country some shade of green .",0.2801453646836466,0.7198546353163534,liberal
108,Liberal,"Unchecked global warming will likely produce a lot of human misery around the world , but not all of that misery will create military threats .",0.5120889392437502,0.48791106075624974,conservative
109,Liberal,"Bad behavior and poor skills have little negative economic impact on those born into wealth ; they stay rich regardless , just as most born into the lower and working classes remain there regardless of how hard , honestly , and skillfully they toil .",0.06833205665435815,0.9316679433456418,liberal
110,Liberal,"Of all that Americans discard , plastic seems to hold a special place in the heart of the trash conscious , perhaps because it 's mysterious in origin , toxic to produce , hard to repair , and more often down-cycled -- into goods like carpets or fleece jackets that are eventually destined for the dump -- than transformed into products that can be recycled again .",0.04635063947304874,0.9536493605269513,liberal
111,Liberal,"The problems with the national party that make Warner 's sure victory over Gilmore so dramatic -- the unpopularity of the war , dissatisfaction with the economy , and gas prices -- affect every contested Senate race .",0.7163398407162617,0.28366015928373833,conservative
112,Liberal,"When Patrick 's opponents ( from both parties ) challenged him to back a tax cut , using the slogan `` It 's their money , '' Patrick responded , `` Yes , but it 's also their broken neighborhoods and their broken neighbors .",0.7439746210652409,0.256025378934759,conservative
113,Liberal,"This will help us create incentives to develop new energy that will make us less dependent on oil that endangers our security , our economy , and our planet .",0.2311376804867631,0.7688623195132369,liberal
114,Liberal,"Even the more interventionist neoconservatives have focused on state threats to U.S. primacy , not global economic and social forces -- sometimes to their peril , since , even after September 11 , some hawks in the administration were trying to shift the focus from a nonstate threat , Al Qaeda , to a state threat , Iraq .",0.03817441513144482,0.9618255848685552,liberal
115,Liberal,Abstract : Johnston shows why lowincome people using the earned income tax credit are far more likely to be audited than rich people using baroque tax shelters .,0.39295881581018544,0.6070411841898146,liberal
116,Liberal,"Carney points out how the media treat nefarious partnerships between large corporations and government regulators as a surprise or as `` proof that the case for reform is overwhelming , '' when in fact cooperation is routine and often involves easily discernible financial interests .",0.5629769110846731,0.43702308891532693,conservative
117,Liberal,"The problem is that private insurers have every opportunity to game the system : By skimming off the youngest , healthiest patients and leaving the rest for the government to cover , they drive down their own costs and make the public option look outrageously expensive by comparison .",0.9304065281354178,0.06959347186458219,conservative
118,Liberal,"Many of these younger-culture descendants still argue that the creation of humans marked the creation of all things , and even today they fight to insert such teachings into public schools .",0.3347762579329646,0.6652237420670354,liberal
119,Liberal,"Professional women like Jane often lose benefits and opportunities when they reduce hours , but workers at Wal-Mart and many other places see their hours cut or capped without their consent , and any health and pension benefits disappear altogether .",0.17371958456126502,0.826280415438735,liberal
120,Liberal,"Dressed in purple and fine linen and `` feasting sumptuously every day , '' the rich man has found a way to ignore and step over a poor beggar who lies just outside his gate and might as well be invisible .",0.459560598904763,0.540439401095237,liberal
121,Liberal,"But assuming the creationists are wrong and humans are products of evolution , it would be surprising if our species entirely escaped the powerful forces that shape organisms ' behavior toward their kin .",0.14444176787286023,0.8555582321271398,liberal
122,Liberal,"Easy credit meant easy money , and easy money allowed asset prices to be bid up far beyond rational valuations .",0.09360165928632647,0.9063983407136735,liberal
123,Liberal,"The result has been a system that , according to the National Community Reinvestment Coalition ( NCRC ) , has since 1977 leveraged over $ 6 trillion in reinvestment dollars through CRA agreements with banks providing credit for `` affordable housing , small businesses , economic development , and community service facilities in minority and lowand moderate-income neighborhoods '' in both cities and rural areas .",0.16729997447428024,0.8327000255257198,liberal
124,Liberal,"Without the protection of the natural forest that land quickly loses its natural fertility .24 Beside the loss of nutrients , additional environmental changes occur in the soil ( reduction of organic matter , moisture , and other properties ) , in the local climate , and with respect to biodiversity , leading to manifold unforeseen forms of ecological degradation that affect the local productivity .",0.05543659791836797,0.944563402081632,liberal
125,Liberal,"In part , because feminism had cleared a space for risk of the valuable sort , by beginning to control the bad and non-necessary risks that women used to run every day in a male-dominated world .",0.23883681244275334,0.7611631875572467,liberal
126,Liberal,Some 40 National Labor Relations Board decisions under Bush appointees have made it easier for employees to harass or intimidate pro-union workers and harder to win union certification .,0.027547067945332016,0.972452932054668,liberal
127,Liberal,"The answer must lie in the growth in power of the 1 percent , their domination of the flow of information ( and indignation ) that can allow and facilitate a use of the threat of a growing debt as a counter-revolutionary weapon .",0.04344671368573094,0.9565532863142691,liberal
128,Liberal,"A massive investment in opinion formation and management by big business groups and wealthy right-wing individuals , including the creation of an interlocking web of well-funded think tanks , media companies , pressure groups , and pseudoscholarly centers designed to cover middle-class resentments with the patina of intellectual respectability .",0.15105057402051303,0.848949425979487,liberal
129,Liberal,"Democrats should say it loudly : If we take some of that money and invest it at home in alternative energy , roads , and schools , we 'll create more jobs and more growth and make our economy stronger .",0.16664049058147345,0.8333595094185265,liberal
130,Liberal,"Although the Tea Party has an identifiable antiwar wing -- one poll found that the elder Paul was the group 's second-most admired politician , after Sarah Palin -- by and large the Tea Partiers ' instinctive patriotism makes them a tough audience for criticism of U.S. intervention .",0.42138035727416057,0.5786196427258394,liberal
131,Liberal,"Much progress was made in building the political infrastructure within the DNC for more effectively working with Hispanic elected officials in 2004 , but Reyneri concluded that `` to be truly effective , any Hispanic outreach effort would have to actively engage the state parties .",0.7501741829553643,0.24982581704463563,conservative
132,Liberal,"The fledgling conservative movement was able to nominate Goldwater only because the Republican establishment was caught by surprise , and the movement still had no way to win national elections : Goldwater went down to humiliating defeat . ''",0.9828221947876297,0.017177805212370306,conservative
133,Liberal,"The FairTax , they say , will result in unprecedented economic growth , a tremendous increase in capital investment , substantially lower interest rates , the creation of millions of new jobs , the saving of Social Security and Medicare , the doubling of the economy within 15 years , and the greatest transfer of power away from the government ever seen .",0.1993092106723029,0.8006907893276971,liberal
134,Liberal,"There 's no good reason why Democrats should limit their vision of what America can accomplish to the amount of revenues generated by repealing the Bush tax cut , in whole or in part .",0.04462641448173599,0.955373585518264,liberal
